Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
653B14_S116_L001_R1_001	(18.0, 2.0)	(19.0, 6.0)	(20.0, 13.0)	(21.0, 55.0)	(22.0, 95.0)	(23.0, 124.0)	(24.0, 128.0)	(25.0, 163.0)	(26.0, 175.0)	(27.0, 248.0)	(28.0, 310.0)	(29.0, 397.0)	(30.0, 495.0)	(31.0, 639.0)	(32.0, 807.0)	(33.0, 1191.0)	(34.0, 1781.0)	(35.0, 2870.0)	(36.0, 6129.0)	(37.0, 10899.0)																
653B14_S116_L001_R2_001	(11.0, 1.0)	(12.0, 42.0)	(13.0, 133.0)	(14.0, 94.0)	(15.0, 65.0)	(16.0, 40.0)	(17.0, 67.0)	(18.0, 91.0)	(19.0, 107.0)	(20.0, 122.0)	(21.0, 175.0)	(22.0, 246.0)	(23.0, 279.0)	(24.0, 362.0)	(25.0, 477.0)	(26.0, 660.0)	(27.0, 864.0)	(28.0, 1124.0)	(29.0, 1544.0)	(30.0, 2006.0)	(31.0, 2689.0)	(32.0, 3661.0)	(33.0, 5020.0)	(34.0, 4650.0)	(35.0, 1904.0)	(36.0, 104.0)										
655A14_S126_L001_R1_001	(17.0, 1.0)	(18.0, 2.0)	(19.0, 4.0)	(20.0, 8.0)	(21.0, 52.0)	(22.0, 97.0)	(23.0, 102.0)	(24.0, 162.0)	(25.0, 165.0)	(26.0, 199.0)	(27.0, 249.0)	(28.0, 318.0)	(29.0, 335.0)	(30.0, 465.0)	(31.0, 631.0)	(32.0, 796.0)	(33.0, 1134.0)	(34.0, 1641.0)	(35.0, 2733.0)	(36.0, 5744.0)	(37.0, 10812.0)															
655A14_S126_L001_R2_001	(11.0, 1.0)	(12.0, 55.0)	(13.0, 126.0)	(14.0, 81.0)	(15.0, 62.0)	(16.0, 64.0)	(17.0, 66.0)	(18.0, 89.0)	(19.0, 90.0)	(20.0, 110.0)	(21.0, 162.0)	(22.0, 208.0)	(23.0, 261.0)	(24.0, 324.0)	(25.0, 446.0)	(26.0, 593.0)	(27.0, 803.0)	(28.0, 1037.0)	(29.0, 1468.0)	(30.0, 1893.0)	(31.0, 2646.0)	(32.0, 3599.0)	(33.0, 4722.0)	(34.0, 4579.0)	(35.0, 2004.0)	(36.0, 160.0)	(37.0, 1.0)									
655B0_S127_L001_R1_001	(17.0, 3.0)	(18.0, 1.0)	(19.0, 11.0)	(20.0, 19.0)	(21.0, 30.0)	(22.0, 79.0)	(23.0, 128.0)	(24.0, 162.0)	(25.0, 184.0)	(26.0, 219.0)	(27.0, 309.0)	(28.0, 317.0)	(29.0, 400.0)	(30.0, 531.0)	(31.0, 701.0)	(32.0, 928.0)	(33.0, 1336.0)	(34.0, 1951.0)	(35.0, 3208.0)	(36.0, 7378.0)	(37.0, 13814.0)															
655B0_S127_L001_R2_001	(10.0, 1.0)	(11.0, 8.0)	(12.0, 77.0)	(13.0, 152.0)	(14.0, 106.0)	(15.0, 68.0)	(16.0, 55.0)	(17.0, 74.0)	(18.0, 107.0)	(19.0, 137.0)	(20.0, 159.0)	(21.0, 225.0)	(22.0, 275.0)	(23.0, 374.0)	(24.0, 491.0)	(25.0, 626.0)	(26.0, 868.0)	(27.0, 1166.0)	(28.0, 1513.0)	(29.0, 2142.0)	(30.0, 2851.0)	(31.0, 3572.0)	(32.0, 4423.0)	(33.0, 5177.0)	(34.0, 4868.0)	(35.0, 2044.0)	(36.0, 150.0)									
655B14_S128_L001_R1_001	(17.0, 2.0)	(18.0, 6.0)	(19.0, 7.0)	(20.0, 17.0)	(21.0, 41.0)	(22.0, 85.0)	(23.0, 118.0)	(24.0, 135.0)	(25.0, 136.0)	(26.0, 192.0)	(27.0, 236.0)	(28.0, 310.0)	(29.0, 405.0)	(30.0, 559.0)	(31.0, 675.0)	(32.0, 897.0)	(33.0, 1241.0)	(34.0, 1875.0)	(35.0, 2871.0)	(36.0, 5712.0)	(37.0, 8113.0)															
655B14_S128_L001_R2_001	(10.0, 1.0)	(11.0, 3.0)	(12.0, 48.0)	(13.0, 125.0)	(14.0, 78.0)	(15.0, 60.0)	(16.0, 28.0)	(17.0, 53.0)	(18.0, 83.0)	(19.0, 117.0)	(20.0, 132.0)	(21.0, 156.0)	(22.0, 220.0)	(23.0, 279.0)	(24.0, 389.0)	(25.0, 456.0)	(26.0, 615.0)	(27.0, 836.0)	(28.0, 1149.0)	(29.0, 1465.0)	(30.0, 1889.0)	(31.0, 2672.0)	(32.0, 3500.0)	(33.0, 4091.0)	(34.0, 3744.0)	(35.0, 1353.0)	(36.0, 90.0)	(37.0, 1.0)								
656A0_S117_L001_R1_001	(16.0, 1.0)	(17.0, 2.0)	(18.0, 3.0)	(19.0, 10.0)	(20.0, 11.0)	(21.0, 28.0)	(22.0, 76.0)	(23.0, 92.0)	(24.0, 135.0)	(25.0, 166.0)	(26.0, 195.0)	(27.0, 243.0)	(28.0, 262.0)	(29.0, 383.0)	(30.0, 450.0)	(31.0, 619.0)	(32.0, 826.0)	(33.0, 1110.0)	(34.0, 1700.0)	(35.0, 2786.0)	(36.0, 6369.0)	(37.0, 13460.0)														
656A0_S117_L001_R2_001	(11.0, 4.0)	(12.0, 54.0)	(13.0, 133.0)	(14.0, 109.0)	(15.0, 43.0)	(16.0, 54.0)	(17.0, 73.0)	(18.0, 110.0)	(19.0, 158.0)	(20.0, 203.0)	(21.0, 261.0)	(22.0, 288.0)	(23.0, 389.0)	(24.0, 471.0)	(25.0, 636.0)	(26.0, 847.0)	(27.0, 1113.0)	(28.0, 1367.0)	(29.0, 1895.0)	(30.0, 2624.0)	(31.0, 3375.0)	(32.0, 4337.0)	(33.0, 5086.0)	(34.0, 3988.0)	(35.0, 1234.0)	(36.0, 74.0)	(37.0, 1.0)									
656A14_S118_L001_R1_001	(17.0, 2.0)	(18.0, 1.0)	(19.0, 10.0)	(20.0, 27.0)	(21.0, 49.0)	(22.0, 74.0)	(23.0, 119.0)	(24.0, 151.0)	(25.0, 174.0)	(26.0, 205.0)	(27.0, 251.0)	(28.0, 327.0)	(29.0, 429.0)	(30.0, 506.0)	(31.0, 748.0)	(32.0, 969.0)	(33.0, 1351.0)	(34.0, 1931.0)	(35.0, 3176.0)	(36.0, 6981.0)	(37.0, 13817.0)															
656A14_S118_L001_R2_001	(11.0, 2.0)	(12.0, 39.0)	(13.0, 150.0)	(14.0, 115.0)	(15.0, 70.0)	(16.0, 71.0)	(17.0, 90.0)	(18.0, 103.0)	(19.0, 124.0)	(20.0, 179.0)	(21.0, 237.0)	(22.0, 296.0)	(23.0, 363.0)	(24.0, 475.0)	(25.0, 611.0)	(26.0, 850.0)	(27.0, 1137.0)	(28.0, 1464.0)	(29.0, 1989.0)	(30.0, 2765.0)	(31.0, 3510.0)	(32.0, 4536.0)	(33.0, 5730.0)	(34.0, 4689.0)	(35.0, 1621.0)	(36.0, 82.0)										
656B0_S119_L001_R1_001	(18.0, 1.0)	(19.0, 7.0)	(20.0, 16.0)	(21.0, 47.0)	(22.0, 77.0)	(23.0, 113.0)	(24.0, 129.0)	(25.0, 163.0)	(26.0, 211.0)	(27.0, 218.0)	(28.0, 313.0)	(29.0, 394.0)	(30.0, 510.0)	(31.0, 720.0)	(32.0, 926.0)	(33.0, 1273.0)	(34.0, 1926.0)	(35.0, 3119.0)	(36.0, 6567.0)	(37.0, 11395.0)																
656B0_S119_L001_R2_001	(11.0, 2.0)	(12.0, 31.0)	(13.0, 103.0)	(14.0, 96.0)	(15.0, 64.0)	(16.0, 65.0)	(17.0, 59.0)	(18.0, 97.0)	(19.0, 132.0)	(20.0, 128.0)	(21.0, 249.0)	(22.0, 259.0)	(23.0, 373.0)	(24.0, 412.0)	(25.0, 572.0)	(26.0, 718.0)	(27.0, 947.0)	(28.0, 1353.0)	(29.0, 1920.0)	(30.0, 2581.0)	(31.0, 3314.0)	(32.0, 4401.0)	(33.0, 4840.0)	(34.0, 3921.0)	(35.0, 1404.0)	(36.0, 83.0)	(37.0, 1.0)									
656B14_S120_L001_R1_001	(16.0, 1.0)	(17.0, 1.0)	(18.0, 3.0)	(19.0, 10.0)	(20.0, 23.0)	(21.0, 40.0)	(22.0, 79.0)	(23.0, 99.0)	(24.0, 128.0)	(25.0, 153.0)	(26.0, 189.0)	(27.0, 233.0)	(28.0, 286.0)	(29.0, 388.0)	(30.0, 506.0)	(31.0, 601.0)	(32.0, 839.0)	(33.0, 1188.0)	(34.0, 1744.0)	(35.0, 2911.0)	(36.0, 6013.0)	(37.0, 10656.0)														
656B14_S120_L001_R2_001	(11.0, 3.0)	(12.0, 30.0)	(13.0, 100.0)	(14.0, 99.0)	(15.0, 63.0)	(16.0, 50.0)	(17.0, 68.0)	(18.0, 109.0)	(19.0, 146.0)	(20.0, 179.0)	(21.0, 230.0)	(22.0, 270.0)	(23.0, 326.0)	(24.0, 407.0)	(25.0, 521.0)	(26.0, 689.0)	(27.0, 893.0)	(28.0, 1171.0)	(29.0, 1624.0)	(30.0, 2149.0)	(31.0, 2756.0)	(32.0, 3761.0)	(33.0, 4462.0)	(34.0, 4122.0)	(35.0, 1722.0)	(36.0, 140.0)	(37.0, 1.0)									
676A0_S133_L001_R1_001	(18.0, 1.0)	(19.0, 6.0)	(20.0, 11.0)	(21.0, 42.0)	(22.0, 117.0)	(23.0, 116.0)	(24.0, 172.0)	(25.0, 173.0)	(26.0, 208.0)	(27.0, 308.0)	(28.0, 319.0)	(29.0, 375.0)	(30.0, 526.0)	(31.0, 745.0)	(32.0, 898.0)	(33.0, 1319.0)	(34.0, 1908.0)	(35.0, 3187.0)	(36.0, 6911.0)	(37.0, 13774.0)																
676A0_S133_L001_R2_001	(10.0, 1.0)	(11.0, 2.0)	(12.0, 54.0)	(13.0, 168.0)	(14.0, 148.0)	(15.0, 67.0)	(16.0, 66.0)	(17.0, 97.0)	(18.0, 129.0)	(19.0, 162.0)	(20.0, 214.0)	(21.0, 254.0)	(22.0, 343.0)	(23.0, 405.0)	(24.0, 513.0)	(25.0, 673.0)	(26.0, 817.0)	(27.0, 1159.0)	(28.0, 1440.0)	(29.0, 1968.0)	(30.0, 2548.0)	(31.0, 3366.0)	(32.0, 4507.0)	(33.0, 5473.0)	(34.0, 4728.0)	(35.0, 1744.0)	(36.0, 68.0)	(37.0, 2.0)								
676A14_S134_L001_R1_001	(18.0, 4.0)	(19.0, 12.0)	(20.0, 31.0)	(21.0, 79.0)	(22.0, 148.0)	(23.0, 190.0)	(24.0, 193.0)	(25.0, 233.0)	(26.0, 297.0)	(27.0, 340.0)	(28.0, 416.0)	(29.0, 496.0)	(30.0, 660.0)	(31.0, 827.0)	(32.0, 1152.0)	(33.0, 1608.0)	(34.0, 2318.0)	(35.0, 3716.0)	(36.0, 7754.0)	(37.0, 12745.0)																
676A14_S134_L001_R2_001	(11.0, 7.0)	(12.0, 68.0)	(13.0, 189.0)	(14.0, 126.0)	(15.0, 69.0)	(16.0, 79.0)	(17.0, 97.0)	(18.0, 112.0)	(19.0, 121.0)	(20.0, 183.0)	(21.0, 189.0)	(22.0, 279.0)	(23.0, 331.0)	(24.0, 442.0)	(25.0, 635.0)	(26.0, 843.0)	(27.0, 1085.0)	(28.0, 1429.0)	(29.0, 1905.0)	(30.0, 2482.0)	(31.0, 3439.0)	(32.0, 4648.0)	(33.0, 5857.0)	(34.0, 5904.0)	(35.0, 2504.0)	(36.0, 195.0)	(37.0, 1.0)									
676B0_S135_L001_R1_001	(16.0, 1.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 12.0)	(20.0, 26.0)	(21.0, 72.0)	(22.0, 137.0)	(23.0, 186.0)	(24.0, 198.0)	(25.0, 254.0)	(26.0, 307.0)	(27.0, 348.0)	(28.0, 433.0)	(29.0, 546.0)	(30.0, 711.0)	(31.0, 896.0)	(32.0, 1153.0)	(33.0, 1659.0)	(34.0, 2404.0)	(35.0, 3947.0)	(36.0, 8901.0)	(37.0, 15747.0)														
676B0_S135_L001_R2_001	(11.0, 5.0)	(12.0, 50.0)	(13.0, 188.0)	(14.0, 160.0)	(15.0, 86.0)	(16.0, 93.0)	(17.0, 98.0)	(18.0, 113.0)	(19.0, 169.0)	(20.0, 201.0)	(21.0, 246.0)	(22.0, 319.0)	(23.0, 428.0)	(24.0, 538.0)	(25.0, 709.0)	(26.0, 952.0)	(27.0, 1232.0)	(28.0, 1626.0)	(29.0, 2162.0)	(30.0, 2815.0)	(31.0, 4004.0)	(32.0, 5194.0)	(33.0, 6556.0)	(34.0, 6582.0)	(35.0, 3177.0)	(36.0, 234.0)	(37.0, 3.0)									
676B14_S136_L001_R1_001	(18.0, 4.0)	(19.0, 6.0)	(20.0, 28.0)	(21.0, 80.0)	(22.0, 123.0)	(23.0, 196.0)	(24.0, 221.0)	(25.0, 275.0)	(26.0, 302.0)	(27.0, 394.0)	(28.0, 446.0)	(29.0, 608.0)	(30.0, 730.0)	(31.0, 996.0)	(32.0, 1297.0)	(33.0, 1836.0)	(34.0, 2640.0)	(35.0, 4223.0)	(36.0, 9081.0)	(37.0, 15649.0)																
676B14_S136_L001_R2_001	(11.0, 4.0)	(12.0, 69.0)	(13.0, 188.0)	(14.0, 149.0)	(15.0, 76.0)	(16.0, 100.0)	(17.0, 116.0)	(18.0, 168.0)	(19.0, 199.0)	(20.0, 256.0)	(21.0, 327.0)	(22.0, 450.0)	(23.0, 546.0)	(24.0, 711.0)	(25.0, 863.0)	(26.0, 1167.0)	(27.0, 1475.0)	(28.0, 1893.0)	(29.0, 2514.0)	(30.0, 3315.0)	(31.0, 4364.0)	(32.0, 5734.0)	(33.0, 6489.0)	(34.0, 5511.0)	(35.0, 2301.0)	(36.0, 142.0)	(37.0, 8.0)									
678A0_S141_L001_R1_001	(17.0, 1.0)	(18.0, 2.0)	(19.0, 10.0)	(20.0, 19.0)	(21.0, 42.0)	(22.0, 87.0)	(23.0, 146.0)	(24.0, 174.0)	(25.0, 194.0)	(26.0, 251.0)	(27.0, 297.0)	(28.0, 365.0)	(29.0, 475.0)	(30.0, 592.0)	(31.0, 779.0)	(32.0, 1130.0)	(33.0, 1477.0)	(34.0, 2216.0)	(35.0, 3622.0)	(36.0, 7717.0)	(37.0, 14053.0)															
678A0_S141_L001_R2_001	(11.0, 3.0)	(12.0, 63.0)	(13.0, 155.0)	(14.0, 110.0)	(15.0, 71.0)	(16.0, 92.0)	(17.0, 113.0)	(18.0, 146.0)	(19.0, 177.0)	(20.0, 203.0)	(21.0, 302.0)	(22.0, 357.0)	(23.0, 403.0)	(24.0, 558.0)	(25.0, 783.0)	(26.0, 970.0)	(27.0, 1245.0)	(28.0, 1655.0)	(29.0, 2141.0)	(30.0, 2786.0)	(31.0, 3826.0)	(32.0, 4940.0)	(33.0, 5917.0)	(34.0, 4955.0)	(35.0, 1591.0)	(36.0, 85.0)	(37.0, 2.0)									
678A14_S142_L001_R1_001	(18.0, 3.0)	(19.0, 9.0)	(20.0, 27.0)	(21.0, 56.0)	(22.0, 143.0)	(23.0, 187.0)	(24.0, 224.0)	(25.0, 242.0)	(26.0, 305.0)	(27.0, 388.0)	(28.0, 433.0)	(29.0, 533.0)	(30.0, 704.0)	(31.0, 913.0)	(32.0, 1142.0)	(33.0, 1663.0)	(34.0, 2489.0)	(35.0, 3988.0)	(36.0, 8494.0)	(37.0, 13448.0)																
678A14_S142_L001_R2_001	(11.0, 5.0)	(12.0, 59.0)	(13.0, 163.0)	(14.0, 122.0)	(15.0, 84.0)	(16.0, 75.0)	(17.0, 85.0)	(18.0, 109.0)	(19.0, 175.0)	(20.0, 224.0)	(21.0, 242.0)	(22.0, 339.0)	(23.0, 452.0)	(24.0, 574.0)	(25.0, 734.0)	(26.0, 955.0)	(27.0, 1259.0)	(28.0, 1726.0)	(29.0, 2261.0)	(30.0, 2989.0)	(31.0, 3946.0)	(32.0, 4968.0)	(33.0, 6058.0)	(34.0, 5522.0)	(35.0, 2127.0)	(36.0, 137.0)	(37.0, 1.0)									
678B0_S143_L001_R1_001	(17.0, 1.0)	(18.0, 5.0)	(19.0, 8.0)	(20.0, 18.0)	(21.0, 82.0)	(22.0, 150.0)	(23.0, 202.0)	(24.0, 228.0)	(25.0, 276.0)	(26.0, 323.0)	(27.0, 384.0)	(28.0, 515.0)	(29.0, 611.0)	(30.0, 781.0)	(31.0, 1048.0)	(32.0, 1381.0)	(33.0, 2003.0)	(34.0, 2826.0)	(35.0, 4754.0)	(36.0, 10191.0)	(37.0, 17190.0)															
678B0_S143_L001_R2_001	(11.0, 5.0)	(12.0, 70.0)	(13.0, 189.0)	(14.0, 140.0)	(15.0, 84.0)	(16.0, 94.0)	(17.0, 105.0)	(18.0, 171.0)	(19.0, 217.0)	(20.0, 257.0)	(21.0, 369.0)	(22.0, 441.0)	(23.0, 525.0)	(24.0, 729.0)	(25.0, 939.0)	(26.0, 1311.0)	(27.0, 1714.0)	(28.0, 2229.0)	(29.0, 2945.0)	(30.0, 3808.0)	(31.0, 4856.0)	(32.0, 5935.0)	(33.0, 7045.0)	(34.0, 6156.0)	(35.0, 2488.0)	(36.0, 153.0)	(37.0, 2.0)									
678B14_S144_L001_R1_001	(18.0, 3.0)	(19.0, 16.0)	(20.0, 29.0)	(21.0, 72.0)	(22.0, 138.0)	(23.0, 234.0)	(24.0, 276.0)	(25.0, 344.0)	(26.0, 414.0)	(27.0, 498.0)	(28.0, 603.0)	(29.0, 792.0)	(30.0, 979.0)	(31.0, 1250.0)	(32.0, 1730.0)	(33.0, 2442.0)	(34.0, 3584.0)	(35.0, 5760.0)	(36.0, 12107.0)	(37.0, 20033.0)																
678B14_S144_L001_R2_001	(11.0, 2.0)	(12.0, 54.0)	(13.0, 238.0)	(14.0, 182.0)	(15.0, 104.0)	(16.0, 143.0)	(17.0, 171.0)	(18.0, 227.0)	(19.0, 327.0)	(20.0, 416.0)	(21.0, 511.0)	(22.0, 640.0)	(23.0, 818.0)	(24.0, 996.0)	(25.0, 1293.0)	(26.0, 1672.0)	(27.0, 2296.0)	(28.0, 2752.0)	(29.0, 3595.0)	(30.0, 4765.0)	(31.0, 6021.0)	(32.0, 7299.0)	(33.0, 8069.0)	(34.0, 6367.0)	(35.0, 2229.0)	(36.0, 115.0)	(37.0, 2.0)									
681A0_S153_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 1.0)	(18.0, 4.0)	(19.0, 17.0)	(20.0, 30.0)	(21.0, 52.0)	(22.0, 124.0)	(23.0, 188.0)	(24.0, 229.0)	(25.0, 295.0)	(26.0, 348.0)	(27.0, 443.0)	(28.0, 569.0)	(29.0, 712.0)	(30.0, 877.0)	(31.0, 1090.0)	(32.0, 1504.0)	(33.0, 2142.0)	(34.0, 3141.0)	(35.0, 5299.0)	(36.0, 11645.0)	(37.0, 28815.0)
681A0_S153_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 3.0)	(12.0, 59.0)	(13.0, 229.0)	(14.0, 225.0)	(15.0, 129.0)	(16.0, 121.0)	(17.0, 145.0)	(18.0, 179.0)	(19.0, 261.0)	(20.0, 325.0)	(21.0, 440.0)	(22.0, 525.0)	(23.0, 666.0)	(24.0, 847.0)	(25.0, 1119.0)	(26.0, 1418.0)	(27.0, 1789.0)	(28.0, 2329.0)	(29.0, 3095.0)	(30.0, 4427.0)	(31.0, 5818.0)	(32.0, 8218.0)	(33.0, 10477.0)	(34.0, 10214.0)	(35.0, 4190.0)	(36.0, 274.0)	(37.0, 3.0)
681A14_S154_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 10.0)	(20.0, 30.0)	(21.0, 52.0)	(22.0, 121.0)	(23.0, 144.0)	(24.0, 178.0)	(25.0, 197.0)	(26.0, 302.0)	(27.0, 380.0)	(28.0, 417.0)	(29.0, 498.0)	(30.0, 677.0)	(31.0, 901.0)	(32.0, 1267.0)	(33.0, 1760.0)	(34.0, 2474.0)	(35.0, 4299.0)	(36.0, 9149.0)	(37.0, 22412.0)
681A14_S154_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 55.0)	(13.0, 192.0)	(14.0, 200.0)	(15.0, 98.0)	(16.0, 71.0)	(17.0, 102.0)	(18.0, 147.0)	(19.0, 179.0)	(20.0, 232.0)	(21.0, 280.0)	(22.0, 363.0)	(23.0, 451.0)	(24.0, 580.0)	(25.0, 746.0)	(26.0, 970.0)	(27.0, 1329.0)	(28.0, 1747.0)	(29.0, 2304.0)	(30.0, 3205.0)	(31.0, 4251.0)	(32.0, 5882.0)	(33.0, 8181.0)	(34.0, 8757.0)	(35.0, 4578.0)	(36.0, 366.0)	(37.0, 3.0)
681B0_S155_L001_R1_001	(19.0, 6.0)	(20.0, 11.0)	(21.0, 53.0)	(22.0, 109.0)	(23.0, 156.0)	(24.0, 180.0)	(25.0, 199.0)	(26.0, 278.0)	(27.0, 290.0)	(28.0, 334.0)	(29.0, 414.0)	(30.0, 568.0)	(31.0, 734.0)	(32.0, 1021.0)	(33.0, 1356.0)	(34.0, 2154.0)	(35.0, 3557.0)	(36.0, 7939.0)	(37.0, 18696.0)																	
681B0_S155_L001_R2_001	(11.0, 3.0)	(12.0, 42.0)	(13.0, 168.0)	(14.0, 159.0)	(15.0, 80.0)	(16.0, 71.0)	(17.0, 106.0)	(18.0, 127.0)	(19.0, 164.0)	(20.0, 210.0)	(21.0, 263.0)	(22.0, 315.0)	(23.0, 419.0)	(24.0, 502.0)	(25.0, 683.0)	(26.0, 887.0)	(27.0, 1153.0)	(28.0, 1495.0)	(29.0, 2093.0)	(30.0, 2821.0)	(31.0, 3775.0)	(32.0, 5284.0)	(33.0, 7073.0)	(34.0, 6964.0)	(35.0, 3031.0)	(36.0, 162.0)	(37.0, 5.0)									
681B14_S156_L001_R1_001	(18.0, 3.0)	(19.0, 8.0)	(20.0, 27.0)	(21.0, 68.0)	(22.0, 118.0)	(23.0, 184.0)	(24.0, 215.0)	(25.0, 221.0)	(26.0, 264.0)	(27.0, 319.0)	(28.0, 365.0)	(29.0, 456.0)	(30.0, 635.0)	(31.0, 798.0)	(32.0, 1062.0)	(33.0, 1497.0)	(34.0, 2273.0)	(35.0, 3670.0)	(36.0, 7985.0)	(37.0, 17745.0)																
681B14_S156_L001_R2_001	(11.0, 2.0)	(12.0, 50.0)	(13.0, 158.0)	(14.0, 138.0)	(15.0, 82.0)	(16.0, 79.0)	(17.0, 114.0)	(18.0, 129.0)	(19.0, 196.0)	(20.0, 233.0)	(21.0, 288.0)	(22.0, 374.0)	(23.0, 434.0)	(24.0, 554.0)	(25.0, 756.0)	(26.0, 982.0)	(27.0, 1269.0)	(28.0, 1634.0)	(29.0, 2204.0)	(30.0, 2884.0)	(31.0, 3813.0)	(32.0, 5209.0)	(33.0, 6962.0)	(34.0, 6501.0)	(35.0, 2684.0)	(36.0, 180.0)	(37.0, 4.0)									
682A0_S145_L001_R1_001	(17.0, 2.0)	(18.0, 5.0)	(19.0, 12.0)	(20.0, 30.0)	(21.0, 88.0)	(22.0, 177.0)	(23.0, 275.0)	(24.0, 327.0)	(25.0, 376.0)	(26.0, 412.0)	(27.0, 500.0)	(28.0, 652.0)	(29.0, 789.0)	(30.0, 967.0)	(31.0, 1238.0)	(32.0, 1717.0)	(33.0, 2434.0)	(34.0, 3498.0)	(35.0, 5954.0)	(36.0, 12873.0)	(37.0, 26962.0)															
682A0_S145_L001_R2_001	(11.0, 7.0)	(12.0, 75.0)	(13.0, 273.0)	(14.0, 230.0)	(15.0, 126.0)	(16.0, 123.0)	(17.0, 156.0)	(18.0, 242.0)	(19.0, 287.0)	(20.0, 369.0)	(21.0, 485.0)	(22.0, 537.0)	(23.0, 710.0)	(24.0, 919.0)	(25.0, 1237.0)	(26.0, 1570.0)	(27.0, 2126.0)	(28.0, 2885.0)	(29.0, 3846.0)	(30.0, 5168.0)	(31.0, 6977.0)	(32.0, 8706.0)	(33.0, 9762.0)	(34.0, 8625.0)	(35.0, 3579.0)	(36.0, 262.0)	(37.0, 6.0)									
682A14_S146_L001_R1_001	(16.0, 2.0)	(17.0, 1.0)	(18.0, 1.0)	(19.0, 17.0)	(20.0, 30.0)	(21.0, 62.0)	(22.0, 138.0)	(23.0, 172.0)	(24.0, 197.0)	(25.0, 262.0)	(26.0, 321.0)	(27.0, 383.0)	(28.0, 424.0)	(29.0, 630.0)	(30.0, 724.0)	(31.0, 907.0)	(32.0, 1238.0)	(33.0, 1738.0)	(34.0, 2564.0)	(35.0, 4092.0)	(36.0, 9076.0)	(37.0, 20123.0)														
682A14_S146_L001_R2_001	(11.0, 2.0)	(12.0, 54.0)	(13.0, 193.0)	(14.0, 160.0)	(15.0, 91.0)	(16.0, 93.0)	(17.0, 103.0)	(18.0, 135.0)	(19.0, 190.0)	(20.0, 261.0)	(21.0, 307.0)	(22.0, 333.0)	(23.0, 477.0)	(24.0, 592.0)	(25.0, 823.0)	(26.0, 1080.0)	(27.0, 1378.0)	(28.0, 1862.0)	(29.0, 2405.0)	(30.0, 3403.0)	(31.0, 4641.0)	(32.0, 6119.0)	(33.0, 7523.0)	(34.0, 7326.0)	(35.0, 3282.0)	(36.0, 264.0)	(37.0, 5.0)									
682B0_S147_L001_R1_001	(16.0, 1.0)	(17.0, 1.0)	(18.0, 1.0)	(19.0, 13.0)	(20.0, 18.0)	(21.0, 55.0)	(22.0, 113.0)	(23.0, 199.0)	(24.0, 222.0)	(25.0, 244.0)	(26.0, 297.0)	(27.0, 405.0)	(28.0, 495.0)	(29.0, 576.0)	(30.0, 729.0)	(31.0, 1000.0)	(32.0, 1322.0)	(33.0, 1858.0)	(34.0, 2788.0)	(35.0, 4674.0)	(36.0, 10192.0)	(37.0, 24604.0)														
682B0_S147_L001_R2_001	(11.0, 1.0)	(12.0, 56.0)	(13.0, 199.0)	(14.0, 166.0)	(15.0, 95.0)	(16.0, 108.0)	(17.0, 125.0)	(18.0, 177.0)	(19.0, 215.0)	(20.0, 289.0)	(21.0, 360.0)	(22.0, 439.0)	(23.0, 523.0)	(24.0, 726.0)	(25.0, 956.0)	(26.0, 1180.0)	(27.0, 1593.0)	(28.0, 2101.0)	(29.0, 2849.0)	(30.0, 3956.0)	(31.0, 5357.0)	(32.0, 7194.0)	(33.0, 9123.0)	(34.0, 8386.0)	(35.0, 3394.0)	(36.0, 236.0)	(37.0, 3.0)									
